antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_text,consequents_text,rule_type
['keyword:heavy'],['cluster:0'],0.0018501387604070306,0.09963247243543266,0.0014751106332974973,0.7972972972972973,8.002383939774152,1.0,0.0012907767342495184,4.441813135985198,0.8766591790892384,0.01475,0.7748667110963013,0.40605140899996606,['keyword:heavy'],['cluster:0'],keyword_to_topic
['keyword:proton'],['cluster:0'],0.0029502212665949946,0.09963247243543266,0.0023501762632197414,0.7966101694915254,7.9954873147183285,1.0,0.0020562384241972886,4.426807010525789,0.8775183227134422,0.023447243701671238,0.7741035474051023,0.41009931310209896,['keyword:proton'],['cluster:0'],keyword_to_topic
['keyword:gev'],['cluster:0'],0.0019001425106883016,0.09963247243543266,0.0014751106332974973,0.7763157894736842,7.791794888727464,1.0,0.0012857947369779514,4.025172476171006,0.8733192971372699,0.01474262868565717,0.7515634408413571,0.3955606550881595,['keyword:gev'],['cluster:0'],keyword_to_topic
['keyword:neutrinos'],['cluster:0'],0.0015001125084381328,0.09963247243543266,0.0011250843813285997,0.7500000000000001,7.527666248431619,1.0,0.0009756244631815897,3.601470110258271,0.86845949036399,0.01125,0.722335610352105,0.38064617314931,['keyword:neutrinos'],['cluster:0'],keyword_to_topic
['keyword:violation'],['cluster:0'],0.0017001275095632172,0.09963247243543266,0.001275095632172413,0.75,7.527666248431618,1.0,0.0011057077249391348,3.601470110258269,0.8686334911133928,0.012743628185907045,0.7223356103521048,0.3813989962358846,['keyword:violation'],['cluster:0'],keyword_to_topic
['keyword:neutrino'],['cluster:0'],0.005925444408330625,0.09963247243543266,0.004300322524189314,0.7257383966244726,7.284155244614562,1.0,0.0037099558475086245,3.2828785235815765,0.8678581664405034,0.04246913580246913,0.6953892771795244,0.38445012679404306,['keyword:neutrino'],['cluster:0'],keyword_to_topic
['keyword:collisions'],['cluster:0'],0.0020751556366727505,0.09963247243543266,0.0015001125084381328,0.7228915662650602,7.25558192619915,1.0,0.0012933596216681022,3.2491523820808297,0.8639679477543385,0.014970059880239521,0.6922274235228151,0.3689740139982767,['keyword:collisions'],['cluster:0'],keyword_to_topic
['keyword:masses'],['cluster:0'],0.0014251068830162263,0.09963247243543266,0.0010250768807660575,0.7192982456140351,7.219516168086464,1.0,0.000883089958526398,3.207559316948771,0.8627160252573984,0.010247438140464884,0.6882364747813107,0.36479341389861103,['keyword:masses'],['cluster:0'],keyword_to_topic
['keyword:asymmetry'],['cluster:0'],0.0018751406355476661,0.09963247243543266,0.0013250993824536841,0.7066666666666667,7.092734420744458,1.0,0.0011382744847699216,3.069434753061025,0.8606244440810523,0.013226853007237336,0.6742071161464698,0.3599832705980761,['keyword:asymmetry'],['cluster:0'],keyword_to_topic
['keyword:boson'],['cluster:0'],0.001925144385828937,0.09963247243543266,0.0013501012575943196,0.7012987012987013,7.038856751780215,1.0,0.00115829436263899,3.0142738966292035,0.8595863022340978,0.013473053892215568,0.6682451448362812,0.35742475842852256,['keyword:boson'],['cluster:0'],keyword_to_topic
['keyword:muon'],['cluster:0'],0.0015001125084381328,0.09963247243543266,0.001050078755906693,0.7000000000000001,7.025821831869511,1.0,0.000900618837759683,3.0012250918818917,0.85895642780236,0.010492130901823632,0.666802732422526,0.35526976160602264,['keyword:muon'],['cluster:0'],keyword_to_topic
['keyword:corrections'],['cluster:0'],0.002100157511813386,0.09963247243543266,0.0014501087581568618,0.6904761904761905,6.930232419191014,1.0,0.0012408648727510478,2.908879704439371,0.85750559190377,0.014460234355522314,0.6562250413883203,0.3525153850749836,['keyword:corrections'],['cluster:0'],keyword_to_topic
['keyword:tau'],['cluster:0'],0.0017501312598444884,0.09963247243543266,0.0012000900067505062,0.6857142857142856,6.882437712851764,1.0,0.001025720102245661,2.864805769523622,0.8562011086900259,0.011979036685799848,0.6509361958712175,0.34887972754974006,['keyword:tau'],['cluster:0'],keyword_to_topic
['keyword:supersymmetric'],['cluster:0'],0.0018001350101257594,0.09963247243543266,0.001225091881891142,0.6805555555555556,6.830660114317579,1.0,0.0010457399801147298,2.818541825419515,0.8551406335859327,0.01222554890219561,0.6452066132276896,0.3464258329848041,['keyword:supersymmetric'],['cluster:0'],keyword_to_topic
['keyword:dark_matter'],['cluster:0'],0.0042253168987674075,0.09963247243543266,0.002875215641173088,0.6804733727810651,6.829835254987267,1.0,0.0024542368717256767,2.817816891822442,0.8572055490784285,0.02847239415696955,0.6451153363080158,0.3546657955498801,['keyword:dark_matter'],['cluster:0'],keyword_to_topic
['keyword:chiral'],['cluster:0'],0.003100232517438808,0.09963247243543266,0.002100157511813386,0.6774193548387096,6.799182417938235,1.0,0.001791273680976232,2.791139335450158,0.8555759775382076,0.020869565217391303,0.6417233681962644,0.34924920063139997,['keyword:chiral'],['cluster:0'],keyword_to_topic
['keyword:physics'],['cluster:0'],0.0026251968897667323,0.09963247243543266,0.0017251293847038527,0.6571428571428571,6.595669474816275,1.0,0.0014635745279465851,2.6260719553966547,0.8506184088342873,0.01715991047003233,0.619203122768601,0.3372288940670371,['keyword:physics'],['cluster:0'],keyword_to_topic
['keyword:tev'],['cluster:0'],0.0017501312598444884,0.09963247243543266,0.0011500862564692352,0.6571428571428571,6.595669474816275,1.0,0.0009757163519643902,2.6260719553966547,0.8498727569117989,0.01147418308805188,0.619203122768601,0.33434307223516757,['keyword:tev'],['cluster:0'],keyword_to_topic
['keyword:matter'],['cluster:0'],0.0034002550191264344,0.09963247243543266,0.002225166887516564,0.6544117647058825,6.56825780500406,1.0,0.001886391073050008,2.605318803165557,0.8506450364454682,0.022073412698412696,0.6161698143102627,0.33837275813713197,['keyword:matter'],['cluster:0'],keyword_to_topic
['keyword:supersymmetry'],['cluster:0'],0.0015751181338600395,0.09963247243543266,0.001000075005625422,0.634920634920635,6.3726275118997835,1.0,0.0008431420915710615,2.466224097242076,0.8444088996844793,0.009980039920159682,0.5945218436887882,0.32247913803748185,['keyword:supersymmetry'],['cluster:0'],keyword_to_topic
['keyword:accretion'],['cluster:2'],0.0024001800135010124,0.15988699152436434,0.0024001800135010124,1.0,6.254417513682564,1.0,0.0020164224520254274,inf,0.8421342823488133,0.015011727912431586,1.0,0.5075058639562158,['keyword:accretion'],['cluster:2'],keyword_to_topic
['keyword:agn'],['cluster:2'],0.002100157511813386,0.15988699152436434,0.002100157511813386,1.0,6.254417513682564,1.0,0.001764369645522249,inf,0.8418810913737378,0.013135261923377639,1.0,0.5065676309616888,['keyword:agn'],['cluster:2'],keyword_to_topic
['keyword:ngc'],['cluster:2'],0.002050153761532115,0.15988699152436434,0.002050153761532115,1.0,6.254417513682564,1.0,0.001722360844438386,inf,0.8418389076788175,0.012822517591868648,1.0,0.5064112587959343,['keyword:ngc'],['cluster:2'],keyword_to_topic
['keyword:star_formation'],['cluster:2'],0.0020251518863914795,0.15988699152436434,0.0020251518863914795,1.0,6.254417513682564,1.0,0.0017013564438964545,inf,0.8418178174165748,0.012666145426114153,1.0,0.506333072713057,['keyword:star_formation'],['cluster:2'],keyword_to_topic
['keyword:metallicity'],['cluster:2'],0.0016251218841413105,0.15988699152436434,0.0016251218841413105,1.0,6.254417513682564,1.0,0.0013652860352255498,inf,0.8414805168786939,0.01016419077404222,1.0,0.5050820953870211,['keyword:metallicity'],['cluster:2'],keyword_to_topic
['keyword:galactic'],['cluster:2'],0.0015751181338600395,0.15988699152436434,0.0015751181338600395,1.0,6.254417513682564,1.0,0.0013232772341416868,inf,0.8414383733159714,0.009851446442533229,1.0,0.5049257232212666,['keyword:galactic'],['cluster:2'],keyword_to_topic
['keyword:dwarf'],['cluster:2'],0.0014001050078755906,0.15988699152436434,0.0014001050078755906,1.0,6.254417513682564,1.0,0.001176246430348166,inf,0.8412909040835232,0.008756841282251758,1.0,0.5043784206411259,['keyword:dwarf'],['cluster:2'],keyword_to_topic
['keyword:pulsar'],['cluster:2'],0.0011500862564692352,0.15988699152436434,0.0011500862564692352,1.0,6.254417513682564,1.0,0.0009662024249288507,inf,0.8410803233961603,0.0071931196247068015,1.0,0.5035965598123534,['keyword:pulsar'],['cluster:2'],keyword_to_topic
['keyword:corot'],['cluster:2'],0.001050078755906693,0.15988699152436434,0.001050078755906693,1.0,6.254417513682564,1.0,0.0008821848227611245,inf,0.840996120635715,0.006567630961688819,1.0,0.5032838154808444,['keyword:corot'],['cluster:2'],keyword_to_topic
['keyword:globular'],['cluster:2'],0.0010250768807660575,0.15988699152436434,0.0010250768807660575,1.0,6.254417513682564,1.0,0.000861180422219193,inf,0.8409750725798378,0.006411258795934324,1.0,0.5032056293979672,['keyword:globular'],['cluster:2'],keyword_to_topic
['keyword:veritas'],['cluster:2'],0.0010250768807660575,0.15988699152436434,0.0010250768807660575,1.0,6.254417513682564,1.0,0.000861180422219193,inf,0.8409750725798378,0.006411258795934324,1.0,0.5032056293979672,['keyword:veritas'],['cluster:2'],keyword_to_topic
