paper_id,cluster_id,umap_x,umap_y
0907.3224,3,4.959427,-1.5229311
0905.4429,4,4.7157307,4.411121
0901.4667,4,5.2212625,-2.2527926
0901.0124,4,4.0125513,-0.96104765
0902.4722,4,5.2598424,-1.455584
0901.1469,4,3.2998066,5.463381
0907.2732,3,2.8620324,5.804924
1001.2681,4,5.398438,4.7915316
1001.3853,4,4.570057,-1.2521316
0908.0274,3,3.5403938,5.049974
0704.2043,4,5.63595,-0.96420914
0812.3898,2,5.034895,4.5889454
0907.2477,4,5.535104,-0.6823582
0910.1423,4,5.574921,-2.0746462
1001.0159,3,5.220116,4.6935377
0911.2300,4,5.376725,-1.7503105
0905.3774,4,4.1708617,4.957804
0811.4327,4,4.7629824,-1.4329733
0907.1208,3,5.1026473,4.267638
0810.0490,3,5.0944023,4.225276
0904.0135,2,5.1282268,4.88886
0909.4191,4,5.2752075,-1.4852226
0905.4730,4,5.514683,4.6220374
0802.4370,4,5.5573244,-0.056305658
1002.3737,4,5.4595246,-1.6369386
0704.2977,4,5.047436,4.393944
0912.4154,4,5.4667273,-0.97754395
0909.3156,4,4.72911,-1.476501
0904.3625,4,5.432467,-2.4025874
0910.3062,3,3.2885432,5.435215
0907.1352,4,5.2674403,-2.2367606
0910.0185,4,5.3662243,-0.66165817
0812.3094,4,5.6786466,-1.8952259
0903.0485,3,4.9885006,4.5964108
0911.2690,2,5.4235806,4.832977
0801.3098,4,5.5384765,0.019005835
0908.1953,4,4.810938,-1.0234158
0903.4671,4,5.1834507,-2.0347292
0811.4252,4,4.766256,-1.8132533
0810.0978,4,4.529171,-1.8000754
0906.0301,1,2.895394,4.9098268
0908.3036,4,5.523596,-0.846248
0906.3995,4,4.776371,-1.1041975
0909.5174,4,5.494053,-2.3963335
0901.4022,1,4.8196898,4.7721176
0902.0777,4,4.487497,-1.1079222
0908.2287,4,4.055797,5.104474
0912.0562,4,5.6640944,-0.89028084
0911.1543,4,5.6554284,-0.8772914
0805.3730,4,4.0031385,0.24014583
0911.2953,4,5.1725373,-0.20238866
0909.3164,1,4.6150155,4.2319026
0910.5470,4,4.9594684,4.6098185
0908.2489,4,4.8621445,-2.0822465
0905.3385,4,5.0679193,-1.6059188
0902.2243,4,4.6774244,-1.0389432
0711.0208,4,4.9596806,-1.8214434
0704.3451,4,5.1846347,-0.91806287
1001.0524,4,5.294288,-0.7423275
0908.1153,4,5.8217826,-1.0946127
0903.1235,4,5.5561714,-2.2431252
0905.2114,4,5.7192364,-0.9106072
0911.5666,4,5.7173104,-0.8002441
1001.2601,4,5.5798955,-2.0063956
0906.2682,4,5.2428975,-2.2372706
0903.2451,4,4.91632,-1.7407762
1002.2983,4,5.680708,-0.9156336
1002.2998,4,4.796157,-0.9526854
0903.3164,4,5.23964,-2.233511
0808.3070,4,5.113808,-0.93108636
0904.2329,4,5.6691236,-1.887562
0812.4249,3,7.1606855,3.52879
0808.2652,4,4.1560044,-0.31145313
0907.5070,4,5.571613,-1.9414859
0907.1276,4,5.4729276,-2.411767
0907.1182,1,1.6028104,7.3366313
